id,Postcodes,locality,state,lat,long,Lat_precise,Long_precise
13838,5068,MARRYATVILLE,SA,-34.922605,138.654999,-34.927778,138.646944
13839,5068,ST MORRIS,SA,-34.922605,138.654999,-34.91088,138.65398
13840,5068,TRINITY GARDENS,SA,-34.922605,138.654999,-34.91111,138.64453
13841,5069,COLLEGE PARK,SA,-34.907597,138.623527,-34.913,138.622
13842,5069,EVANDALE,SA,-34.907597,138.623527,-34.905,138.635
13843,5069,HACKNEY,SA,-34.907597,138.623527,-34.917,138.616
13844,5069,MAYLANDS,SA,-34.907597,138.623527,-34.911,138.637
13845,5069,ST PETERS,SA,-34.907597,138.623527,-34.903,138.622
13846,5069,STEPNEY,SA,-34.907597,138.623527,-34.912,138.629
13847,5070,FELIXSTOW,SA,-34.900496,138.642172,-34.891,138.644
13848,5070,FIRLE,SA,-34.900496,138.642172,-34.9037874,138.6526734
13849,5070,GLYNDE,SA,-34.900496,138.642172,-34.8969137,138.6526734
13850,5070,GLYNDE DC,SA,-34.900496,138.642172,-34.8956,138.648
13851,5070,GLYNDE PLAZA,SA,-34.900496,138.642172,-34.9030297,138.6571414
13852,5070,JOSLIN,SA,-34.900496,138.642172,-34.899,138.625
13853,5070,MARDEN,SA,-34.900496,138.642172,-34.896389,138.639167
13854,5070,PAYNEHAM,SA,-34.900496,138.642172,-34.899,138.642
13855,5070,PAYNEHAM SOUTH,SA,-34.900496,138.642172,-34.905,138.646
13856,5070,ROYSTON PARK,SA,-34.900496,138.642172,-34.899,138.634
13857,5071,KENT TOWN,SA,-34.922911,138.623005,-34.920278,138.619167
13858,5071,KENT TOWN DC,SA,-34.922911,138.623005,-34.9203,138.619
13859,5072,AULDANA,SA,-34.912078,138.696113,-34.918,138.685
13860,5072,MAGILL,SA,-34.912078,138.696113,-34.909,138.6758
13861,5072,MAGILL NORTH,SA,-34.912078,138.696113,-34.909,138.6758
13862,5072,MAGILL SOUTH,SA,-34.912078,138.696113,-34.909,138.6758
13863,5072,ROSSLYN PARK,SA,-34.912078,138.696113,-34.9221,138.6754
13864,5072,SKYE,SA,-34.912078,138.696113,-34.925,138.694
13865,5072,TERINGIE,SA,-34.912078,138.696113,-34.914,138.696
13866,5072,WOODFORDE,SA,-34.912078,138.696113,-34.9063302,138.7116136
13867,5073,HECTORVILLE,SA,-34.89528,138.683151,-34.8929224,138.6652086
13868,5073,ROSTREVOR,SA,-34.89528,138.683151,-34.8955402,138.6965591
13869,5073,TRANMERE,SA,-34.89528,138.683151,-34.905,138.662
13870,5073,TRANMERE NORTH,SA,-34.89528,138.683151,-34.8973268,138.6643693
13871,5074,CAMPBELLTOWN,SA,-34.884233,138.669275,-34.878,138.663
13872,5074,NEWTON,SA,-34.884233,138.669275,-34.880165,138.6815087
13873,5075,DERNANCOURT,SA,-34.861332,138.675254,-34.861,138.683
13874,5075,PARADISE,SA,-34.861332,138.675254,-34.872,138.676
13875,5076,ATHELSTONE,SA,-34.873844,138.703683,-34.87,138.703
13876,5076,CASTAMBUL,SA,-34.873844,138.703683,-34.8715897,138.7656225
13877,5081,COLLINSWOOD,SA,-34.891417,138.617673,-34.8872207,138.6125795
13878,5081,GILBERTON,SA,-34.891417,138.617673,-34.9,138.612
13879,5081,MEDINDIE,SA,-34.891417,138.617673,-34.896,138.605
13880,5081,MEDINDIE GARDENS,SA,-34.891417,138.617673,-34.892,138.606
13881,5081,VALE PARK,SA,-34.891417,138.617673,-34.887525,138.624461
13882,5081,WALKERVILLE,SA,-34.891417,138.617673,-34.8915826,138.6175897
13883,5082,FITZROY,SA,-34.886018,138.587083,-34.897,138.59
13884,5082,OVINGHAM,SA,-34.886018,138.587083,-34.898,138.586
13885,5082,PROSPECT,SA,-34.886018,138.587083,-34.8838117,138.5938053
13886,5082,PROSPECT EAST,SA,-34.886018,138.587083,-34.8838117,138.5938053
13887,5082,PROSPECT WEST,SA,-34.886018,138.587083,-34.8838117,138.5938053
13888,5082,THORNGATE,SA,-34.886018,138.587083,-34.897,138.597
13889,5083,BROADVIEW,SA,-34.879357,138.609927,-34.873,138.614
13890,5083,NAILSWORTH,SA,-34.879357,138.609927,-34.886,138.603
13891,5083,SEFTON PARK,SA,-34.879357,138.609927,-34.8759865,138.6075698
13892,5084,BLAIR ATHOL,SA,-34.864409,138.581605,-34.861,138.597
13893,5084,BLAIR ATHOL WEST,SA,-34.864409,138.581605,-34.861,138.597
13894,5084,KILBURN,SA,-34.864409,138.581605,-34.8591655,138.5862837
13895,5084,KILBURN NORTH,SA,-34.864409,138.581605,-34.8591655,138.5862837
13896,5085,CLEARVIEW,SA,-34.856239,138.612959,-34.859,138.617
13897,5085,ENFIELD,SA,-34.856239,138.612959,-34.8628684,138.6063175
13898,5085,ENFIELD PLAZA,SA,-34.856239,138.612959,-34.8527152,138.6012653
13899,5085,LIGHTSVIEW,SA,-34.86195429,138.6273208,-34.8604,138.633
13900,5085,NORTHFIELD,SA,-34.856239,138.612959,-34.8507485,138.6213476
13901,5085,NORTHGATE,SA,-34.856239,138.612959,-34.8523266,138.6291326
13902,5086,GILLES PLAINS,SA,-34.854247,138.64344,-34.85025,138.659
13903,5086,GREENACRES,SA,-34.854247,138.64344,-34.871,138.637
13904,5086,HAMPSTEAD GARDENS,SA,-34.854247,138.64344,-34.873,138.631
13905,5086,HILLCREST,SA,-34.854247,138.64344,-34.861944,138.643056
13906,5086,MANNINGHAM,SA,-34.854247,138.64344,-34.877,138.622
13907,5086,OAKDEN,SA,-34.854247,138.64344,-34.853056,138.643611
13908,5087,KLEMZIG,SA,-34.876988,138.637707,-34.882,138.636
13909,5087,WINDSOR GARDENS,SA,-34.876988,138.637707,-34.867,138.651
13910,5088,HOLDEN HILL,SA,-34.847141,138.673783,-34.8531022,138.6714773
13911,5089,HIGHBURY,SA,-34.851049,138.724487,-34.8491256,138.7342029
13912,5090,HOPE VALLEY,SA,-34.843346,138.704628,-34.8451,138.697
13913,5091,BANKSIA PARK,SA,-34.822615,138.735572,-34.8090822,138.7316925
13914,5091,TEA TREE GULLY,SA,-34.822615,138.735572,-34.826,138.726
13915,5091,VISTA,SA,-34.822615,138.735572,-34.8349569,138.7304374
13916,5092,MODBURY,SA,-34.821319,138.680226,-34.833333,138.683333
13917,5092,MODBURY HEIGHTS,SA,-34.821319,138.680226,-34.811,138.686
13918,5092,MODBURY NORTH,SA,-34.821319,138.680226,-34.829,138.672
13919,5092,MODBURY NORTH DC,SA,-34.821319,138.680226,-34.829,138.672
13920,5093,PARA VISTA,SA,-34.83977,138.657974,-34.826667,138.665
13921,5093,VALLEY VIEW,SA,-34.83977,138.657974,-34.841,138.663
13922,5094,CAVAN,SA,-34.802736,138.581513,-34.828,138.598
13923,5094,DRY CREEK,SA,-34.802736,138.581513,-34.8333559,138.5897985
13924,5094,GEPPS CROSS,SA,-34.802736,138.581513,-34.8417043,138.5996352
13925,5095,MAWSON LAKES,SA,-34.820685,138.6199,-34.8111486,138.6149026
13926,5095,POORAKA,SA,-34.820685,138.6199,-34.824444,138.626944
13927,5095,THE LEVELS,SA,-34.820685,138.6199,0,0
13928,5096,GULFVIEW HEIGHTS,SA,-34.798549,138.644685,-34.796,138.667
13929,5096,PARA HILLS,SA,-34.798549,138.644685,-34.8095995,138.6537879
13930,5096,PARA HILLS WEST,SA,-34.798549,138.644685,-34.8025,138.6448
13931,5097,REDWOOD PARK,SA,-34.819614,138.707261,-34.812524,138.706595
13932,5097,RIDGEHAVEN,SA,-34.819614,138.707261,-34.822,138.704
13933,5097,ST AGNES,SA,-34.819614,138.707261,-34.830278,138.711111
13934,5098,INGLE FARM,SA,-34.829603,138.638946,-34.823,138.646
13935,5098,WALKLEY HEIGHTS,SA,-34.829603,138.638946,-34.839,138.638
13936,5106,PARAFIELD,SA,-34.793169,138.629463,-34.79,138.635
13937,5106,PARAFIELD AIRPORT,SA,-34.793169,138.629463,-34.7884101,138.6364315
13938,5106,SALISBURY SOUTH,SA,-34.793169,138.629463,-34.78266,138.64321
13939,5106,SALISBURY SOUTH BC,SA,-34.793169,138.629463,-34.7866,138.644
13940,5106,SALISBURY SOUTH DC,SA,-34.793169,138.629463,-34.7866,138.644
13941,5107,GREEN FIELDS,SA,-34.784447,138.609874,-34.79575,138.60437
13942,5107,PARAFIELD GARDENS,SA,-34.784447,138.609874,-34.79,138.616
13943,5108,PARALOWIE,SA,-34.761553,138.61884,-34.756944,138.611389
13944,5108,SALISBURY,SA,-34.761553,138.61884,-34.76391,138.64228
13945,5108,SALISBURY DOWNS,SA,-34.761553,138.61884,-34.77263,138.62514
13946,5108,SALISBURY NORTH,SA,-34.761553,138.61884,-34.75,138.62243
13947,5108,SALISBURY NORTH WHITES ROAD,SA,-34.761553,138.61884,-34.7497533,138.6210022
13948,5109,BRAHMA LODGE,SA,-34.771432,138.663871,-34.775,138.655
13949,5109,SALISBURY EAST,SA,-34.771432,138.663871,-34.78,138.67
13950,5109,SALISBURY EAST NORTHBRI AVE,SA,-34.7896,138.654629,-34.7896019,138.6546511
13951,5109,SALISBURY HEIGHTS,SA,-34.771432,138.663871,-34.7631,138.68858
13952,5109,SALISBURY PARK,SA,-34.771432,138.663871,-34.7587,138.6677
13953,5109,SALISBURY PLAIN,SA,-34.771432,138.663871,-34.76706,138.66033
13954,5110,BOLIVAR,SA,-34.72213,138.565037,-34.775,138.589
13955,5110,BURTON,SA,-34.72213,138.565037,-34.74,138.605
13956,5110,DIREK,SA,-34.72213,138.565037,-34.72351,138.60944
13957,5110,GLOBE DERBY PARK,SA,-34.72213,138.565037,-34.788,138.59
13958,5110,ST KILDA,SA,-34.72213,138.565037,-34.7382025,138.534511
13959,5110,WATERLOO CORNER,SA,-34.72213,138.565037,-34.7296627,138.5759347
13960,5111,EDINBURGH,SA,-34.709347,138.62532,-34.7185389,138.6288642
13961,5111,EDINBURGH RAAF,SA,-34.716548,138.645293,-34.7167,138.645
13962,5112,ELIZABETH,SA,-34.726229,138.666615,-34.72,138.673
13963,5112,ELIZABETH EAST,SA,-34.726229,138.666615,-34.72625,138.681
13964,5112,ELIZABETH GROVE,SA,-34.726229,138.666615,-34.7338017,138.6714773
13965,5112,ELIZABETH SOUTH,SA,-34.726229,138.666615,-34.74126,138.65639
13966,5112,ELIZABETH VALE,SA,-34.726229,138.666615,-34.7475748,138.6714773
13967,5112,HILLBANK,SA,-34.726229,138.666615,-34.7471145,138.6815087
13968,5113,DAVOREN PARK,SA,-34.702506,138.674449,-34.691389,138.668056
13969,5113,DAVOREN PARK NORTH,SA,-34.702506,138.674449,-34.691389,138.668056
13970,5113,DAVOREN PARK SOUTH,SA,-34.702506,138.674449,-34.691389,138.668056
13971,5113,EDINBURGH NORTH,SA,-34.70432849,138.6581221,-34.705,138.66
13972,5113,ELIZABETH DOWNS,SA,-34.702506,138.674449,-34.69906,138.69303
13973,5113,ELIZABETH NORTH,SA,-34.702506,138.674449,-34.70079,138.67578
13974,5113,ELIZABETH PARK,SA,-34.702506,138.674449,-34.71239,138.68543
13975,5113,ELIZABETH WEST,SA,-34.702506,138.674449,0,0
13976,5113,ELIZABETH WEST DC,SA,-34.702506,138.674449,-34.7085,138.664
13977,5114,ANDREWS FARM,SA,-34.718681,138.754254,-34.672,138.667
13978,5114,BLAKEVIEW,SA,-34.718681,138.754254,-34.682,138.702
13979,5114,CRAIGMORE,SA,-34.718681,138.754254,-34.708611,138.705556
13980,5114,GOULD CREEK,SA,-34.718681,138.754254,-34.7629557,138.7640222
13981,5114,HUMBUG SCRUB,SA,-34.718681,138.754254,-34.7354281,138.8124093
13982,5114,ONE TREE HILL,SA,-34.718681,138.754254,-34.7155458,138.7662817
13983,5114,SAMPSON FLAT,SA,-34.718681,138.754254,-34.7549047,138.7778197
13984,5114,SMITHFIELD,SA,-34.718681,138.754254,-34.685833,138.686944
13985,5114,SMITHFIELD PLAINS,SA,-34.718681,138.754254,-34.6768,138.67674
13986,5114,SMITHFIELD WEST,SA,-34.718681,138.754254,-34.6858,138.687
13987,5114,ULEYBURY,SA,-34.718681,138.754254,-34.6776509,138.7453293
13988,5114,YATTALUNGA,SA,-34.718681,138.754254,-34.6620474,138.771558
13989,5115,KUDLA,SA,-34.669486,138.681702,-34.6438424,138.7040858
13990,5115,MUNNO PARA,SA,-34.669486,138.681702,-34.668,138.7
13991,5115,MUNNO PARA DOWNS,SA,-34.669486,138.681702,-34.64716,138.67813
13992,5115,MUNNO PARA WEST,SA,-34.669486,138.681702,-34.659,138.666
13993,5116,EVANSTON,SA,-34.622783,138.724059,-34.616111,138.731667
13994,5116,EVANSTON GARDENS,SA,-34.622783,138.724059,-34.624,138.722
13995,5116,EVANSTON PARK,SA,-34.622783,138.724059,-34.62893,138.74885
13996,5116,EVANSTON SOUTH,SA,-34.622783,138.724059,-34.64552,138.72758
13997,5116,HILLIER,SA,-34.622783,138.724059,-34.625,138.696
13998,5117,ANGLE VALE,SA,-34.641267,138.636537,-34.6416029,138.6539268
13999,5118,BIBARINGA,SA,-34.58378,138.705675,-34.6383421,138.7661021
14000,5118,BUCHFELDE,SA,-34.58378,138.705675,-34.6103879,138.706595
14001,5118,CONCORDIA,SA,-34.58378,138.705675,-34.5956703,138.7795024
14002,5118,GAWLER,SA,-34.58378,138.705675,-34.5973516,138.7448796
14003,5118,GAWLER BELT,SA,-34.58378,138.705675,-34.5784969,138.7241621
14004,5118,GAWLER EAST,SA,-34.58378,138.705675,-34.60192,138.76469
14005,5118,GAWLER RIVER,SA,-34.58378,138.705675,-34.6108132,138.6700331
14006,5118,GAWLER SOUTH,SA,-34.58378,138.705675,-34.611,138.751
14007,5118,GAWLER WEST,SA,-34.58378,138.705675,-34.6037,138.73404
14008,5118,HEWETT,SA,-34.58378,138.705675,-34.578889,138.748889
14009,5118,KALBEEBA,SA,-34.58378,138.705675,-34.6071998,138.7878891
14010,5118,KANGAROO FLAT,SA,-34.58378,138.705675,-34.5406053,138.6763527
14011,5118,KINGSFORD,SA,-34.58378,138.705675,-34.5544358,138.8193083
14012,5118,REID,SA,-34.59765003,138.7333188,-34.59919,138.72957
14013,5118,WARD BELT,SA,-34.58378,138.705675,-34.5889093,138.694789
14014,5118,WILLASTON,SA,-34.58378,138.705675,-34.591,138.744
14015,5120,BUCKLAND PARK,SA,-34.668553,138.507899,-34.6457618,138.5102836
14016,5120,VIRGINIA,SA,-34.668553,138.507899,-34.6743048,138.5560901
14017,5121,EYRE,SA,-34.68857809,138.6507658,-34.6946,138.655
14018,5121,MACDONALD PARK,SA,-34.681077,138.616157,-34.66973,138.64501
14019,5121,PENFIELD,SA,-34.681077,138.616157,-34.6876893,138.6333343
14020,5121,PENFIELD GARDENS,SA,-34.681077,138.616157,-34.6584706,138.6132442
14021,5125,GOLDEN GROVE,SA,-34.773234,138.738733,-34.7838889,138.7061111
14022,5125,GOLDEN GROVE VILLAGE,SA,-34.773234,138.738733,-34.7838889,138.7061111
14023,5125,GREENWITH,SA,-34.773234,138.738733,-34.766,138.715
14024,5126,FAIRVIEW PARK,SA,-34.793414,138.724953,-34.7999009,138.7316925
14025,5126,SURREY DOWNS,SA,-34.793414,138.724953,-34.801,138.712
14026,5126,YATALA VALE,SA,-34.793414,138.724953,-34.7948475,138.7417347
14027,5127,WYNN VALE,SA,-34.796682,138.674657,-34.7996704,138.686525
14028,5131,HOUGHTON,SA,-34.795292,138.758111,-34.829,138.761
14029,5131,LOWER HERMITAGE,SA,-34.795292,138.758111,-34.8047017,138.7768965
14030,5131,UPPER HERMITAGE,SA,-34.795292,138.758111,-34.792,138.756
14031,5132,PARACOMBE,SA,-34.857324,138.75703,-34.8472894,138.7743842
14032,5133,INGLEWOOD,SA,-34.810928,138.776976,-34.800439,138.7944857
14033,5134,CHERRYVILLE,SA,-34.891863,138.760552,-34.911944,138.765278
14034,5134,MONTACUTE,SA,-34.891863,138.760552,-34.893372,138.735106
14035,5136,NORTON SUMMIT,SA,-34.921123,138.735107,-34.9174787,138.7442455
14036,5137,ASHTON,SA,-34.945777,138.735962,-34.939722,138.737222
14037,5137,MARBLE HILL,SA,-34.945777,138.735962,-34.919389,138.758414
14038,5138,BASKET RANGE,SA,-34.934914,138.768586,-34.929881,138.7743842
14039,5139,FOREST RANGE,SA,-34.924843,138.788705,-34.9239285,138.8045391
14040,5140,GREENHILL,SA,-34.939245,138.710203,-34.9526096,138.7015768
14041,5141,HORSNELL GULLY,SA,-34.957325,138.722419,-34.9376057,138.7040858
14042,5141,SUMMERTOWN,SA,-34.957325,138.722419,-34.95,138.716667
14043,5142,URAIDLA,SA,-34.960813,138.740223,-34.9599982,138.7417347
14044,5144,CAREY GULLY,SA,-34.968504,138.769031,-34.966565,138.7743842
14045,5150,EAGLE ON THE HILL,SA,-35.010886,138.654942,-34.9756432,138.6800379
14046,5150,LEAWOOD GARDENS,SA,-35.010886,138.654942,-34.9677,138.671
14047,5151,PICCADILLY,SA,-34.974283,138.723897,-34.9788,138.732
14048,5152,CLELAND,SA,-34.998401,138.703957,-34.9701208,138.6940504
14049,5152,CRAFERS,SA,-34.998401,138.703957,-34.9875645,138.714123
14050,5152,CRAFERS WEST,SA,-34.998401,138.703957,-34.9934589,138.6840168
14051,5152,MOUNT LOFTY,SA,-34.998401,138.703957,-34.9735979,138.708631
14052,5152,STIRLING,SA,-34.998401,138.703957,-35.0058863,138.714123
14053,5153,BIGGS FLAT,SA,-35.091002,138.757945,-35.0727667,138.7819214
14054,5153,BRADBURY,SA,-35.091002,138.757945,-35.0712438,138.7064381
14055,5153,CHAPEL HILL,SA,-35.08426812,138.7644846,-35.0815464,138.7643362
14056,5153,ECHUNGA,SA,-35.091002,138.757945,-35.1018087,138.7947742
14057,5153,FLAXLEY,SA,-35.091002,138.757945,-35.1448949,138.8243371
14058,5153,GREEN HILLS RANGE,SA,-35.16614741,138.8011543,-35.1622002,138.8045391
14059,5153,HEATHFIELD,SA,-35.091002,138.757945,-35.0275296,138.7166326
14060,5153,IRONBANK,SA,-35.091002,138.757945,-35.05,138.683333
14061,5153,JUPITER CREEK,SA,-35.11804348,138.7535254,-35.1016,138.747
14062,5153,LONGWOOD,SA,-35.091002,138.757945,-35.0433373,138.7216521
14063,5153,MACCLESFIELD,SA,-35.091002,138.757945,-35.174364,138.8364042
14064,5153,MYLOR,SA,-35.091002,138.757945,-35.05,138.75
14065,5153,SCOTT CREEK,SA,-35.091002,138.757945,-35.0579372,138.7015768
14066,5154,ALDGATE,SA,-35.023252,138.73592,-35.0183091,138.7442455
14067,5155,BRIDGEWATER,SA,-35.020077,138.756728,-35.0123998,138.7743842
14068,5155,MOUNT GEORGE,SA,-35.020077,138.756728,-34.9940686,138.7743842
14069,5156,UPPER STURT,SA,-35.030185,138.656697,-35.015,138.686
14070,5157,ASHBOURNE,SA,-35.143492,138.633118,-35.297727,138.7549178
14071,5157,BULL CREEK,SA,-35.143492,138.633118,-35.2349599,138.7527912
14072,5157,CHERRY GARDENS,SA,-35.143492,138.633118,-35.0715089,138.6584766
14073,5157,CLARENDON,SA,-35.143492,138.633118,-35.1054491,138.6297435
14074,5157,COROMANDEL EAST,SA,-35.143492,138.633118,-35.0451047,138.6539268
14075,5157,DORSET VALE,SA,-35.143492,138.633118,-35.0858138,138.6777686
14076,5157,KANGARILLA,SA,-35.143492,138.633118,-35.1474667,138.6403068
14077,5157,MCHARG CREEK,SA,-35.143492,138.633118,-35.2754545,138.7238483
14078,5158,HALLETT COVE,SA,-35.084001,138.519781,-35.077,138.502
14079,5158,O’HALLORAN HILL,SA,-35.077039,138.518026,0,0
14080,5158,O'HALLORAN HILL,SA,-35.084001,138.519781,-35.064,138.553
14081,5158,O'HALLORAN HILL DC,SA,-35.084001,138.519781,-35.0682,138.556
14082,5158,SHEIDOW PARK,SA,-35.084001,138.519781,-35.081294,138.5262256
14083,5158,TROTT PARK,SA,-35.084001,138.519781,-35.065,138.541
14084,5159,ABERFOYLE PARK,SA,-35.061705,138.603897,-35.067,138.6
14085,5159,CHANDLERS HILL,SA,-35.061705,138.603897,-35.087538,138.623853
14086,5159,FLAGSTAFF HILL,SA,-35.061705,138.603897,-35.05,138.583333
14087,5159,HAPPY VALLEY,SA,-35.061705,138.603897,-35.083,138.567
14088,5160,LONSDALE,SA,-35.110123,138.50172,-35.106587,138.4937213
14089,5160,LONSDALE DC,SA,-35.110123,138.50172,-35.1046,138.499
14090,5160,PORT STANVAC,SA,-35.110123,138.50172,-35.1102132,138.4909081
14091,5161,OLD REYNELLA,SA,-35.096383,138.515652,-35.0966681,138.541234
14092,5161,REYNELLA,SA,-35.096383,138.515652,-35.09814,138.527444
14093,5161,REYNELLA EAST,SA,-35.096383,138.515652,-35.09,138.55
14094,5162,MORPHETT VALE,SA,-35.112119,138.565224,-35.118,138.529
14095,5162,WOODCROFT,SA,-35.112119,138.565224,-35.118261,138.5437358
14096,5163,HACKHAM,SA,-35.147923,138.552209,-35.158916,138.5262256
14097,5163,HACKHAM WEST,SA,-35.147923,138.552209,-35.143,138.514
14098,5163,HUNTFIELD HEIGHTS,SA,-35.147923,138.552209,-35.155,138.518
14099,5163,ONKAPARINGA HILLS,SA,-35.147923,138.552209,-35.1432538,138.5428373
14100,5164,CHRISTIE DOWNS,SA,-35.124824,138.500365,-35.1281692,138.496221
14101,5165,CHRISTIES BEACH,SA,-35.137389,138.475092,-35.1335313,138.476227
14102,5165,CHRISTIES BEACH NORTH,SA,-35.137389,138.475092,-35.1335313,138.476227
14103,5166,O’SULLIVAN BEACH,SA,-35.115305,138.478636,0,0
14104,5166,O'SULLIVAN BEACH,SA,-35.124126,138.473209,-35.1198409,138.476227
14105,5167,PORT NOARLUNGA,SA,-35.166866,138.481211,-35.1472196,138.476227
14106,5167,PORT NOARLUNGA SOUTH,SA,-35.166866,138.481211,-35.168,138.472
14107,5168,NOARLUNGA CENTRE,SA,-35.149737,138.49632,-35.14,138.493
14108,5168,NOARLUNGA DOWNS,SA,-35.149737,138.49632,-35.148,138.502
14109,5168,OLD NOARLUNGA,SA,-35.149737,138.49632,-35.180847,138.502658
14110,5169,MOANA,SA,-35.194211,138.477958,-35.198,138.473
14111,5169,SEAFORD,SA,-35.194211,138.477958,-35.191,138.478
14112,5169,SEAFORD HEIGHTS,SA,-35.194211,138.477958,-35.1979097,138.496455
14113,5169,SEAFORD MEADOWS,SA,-35.194211,138.477958,-35.173,138.487
14114,5169,SEAFORD RISE,SA,-35.194211,138.477958,-35.202,138.488
14115,5170,MASLIN BEACH,SA,-35.237265,138.478943,-35.2301549,138.4837239
14116,5171,BLEWITT SPRINGS,SA,-35.196481,138.553437,-35.1654325,138.6153977
14117,5171,MCLAREN FLAT,SA,-35.196481,138.553437,-35.2053048,138.5891838
14118,5171,MCLAREN VALE,SA,-35.196481,138.553437,-35.2210309,138.5461247
14119,5171,PEDLER CREEK,SA,-35.196481,138.553437,-35.2075772,138.571016
14120,5171,TATACHILLA,SA,-35.196481,138.553437,-35.2369804,138.5096886
14121,5172,DINGABLEDINGA,SA,-35.28775,138.555169,-35.2603018,138.6439004
14122,5172,HOPE FOREST,SA,-35.28775,138.555169,-35.2797745,138.6241662
14123,5172,KUITPO,SA,-35.28775,138.555169,-35.2925472,138.5787728
14124,5172,KUITPO COLONY,SA,-35.28775,138.555169,-35.2798518,138.6965591
14125,5172,KYEEMA,SA,-35.28775,138.555169,-35.2765849,138.6750513
14126,5172,MONTARRA,SA,-35.28775,138.555169,-35.2630166,138.6156461
14127,5172,PAGES FLAT,SA,-35.28775,138.555169,-35.3407036,138.5528058
14128,5172,THE RANGE,SA,-35.28775,138.555169,-35.24631,138.62283
14129,5172,WHITES VALLEY,SA,-35.28775,138.555169,-35.2800175,138.5165348
14130,5172,WILLUNGA,SA,-35.28775,138.555169,-35.2743124,138.5559895
14131,5172,WILLUNGA HILL,SA,-35.28775,138.555169,-35.3130068,138.5765824
14132,5172,WILLUNGA SOUTH,SA,-35.28775,138.555169,-35.2953597,138.551613
14133,5172,YUNDI,SA,-35.28775,138.555169,-35.3162071,138.6507933
14134,5173,ALDINGA,SA,-35.290568,138.470002,-35.267,138.483
14135,5173,ALDINGA BEACH,SA,-35.290568,138.470002,-35.281,138.454
14136,5173,PORT WILLUNGA,SA,-35.290568,138.470002,-35.266,138.465
14137,5173,SILVER SANDS,SA,-35.290568,138.470002,-35.313999,138.4478
14138,5174,SELLICKS BEACH,SA,-35.330569,138.47117,-35.33,138.448
14139,5174,SELLICKS HILL,SA,-35.330569,138.47117,-35.3500635,138.5015331
14140,5201,BLACKFELLOWS CREEK,SA,-35.206107,138.727179,-35.2528748,138.714123
14141,5201,KUITPO,SA,-35.21491388,138.6814319,-35.1981,138.68
14142,5201,MEADOWS,SA,-35.206107,138.727179,-35.1815548,138.7609593
14143,5201,PARIS CREEK,SA,-35.206107,138.727179,-35.2476247,138.7861912
14144,5201,PROSPECT HILL,SA,-35.206107,138.727179,-35.2130007,138.7219659
14145,5202,HINDMARSH TIERS,SA,-35.386025,138.505922,-35.3966443,138.5950968
14146,5202,MYPONGA,SA,-35.386025,138.505922,-35.391,138.464
14147,5202,MYPONGA BEACH,SA,-35.386025,138.505922,-35.3832993,138.3632549
14148,5203,BALD HILLS,SA,-35.450839,138.388132,-35.4826434,138.3891503
14149,5203,PARAWA,SA,-35.450839,138.388132,-35.548944,138.3780105
14150,5203,TORRENS VALE,SA,-35.450839,138.388132,-35.5194063,138.3928927
14151,5203,TUNKALILLA,SA,-35.450839,138.388132,-35.6361554,138.3234083
14152,5203,WATTLE FLAT,SA,-35.450839,138.388132,-35.4163825,138.3760539
14153,5203,YANKALILLA,SA,-35.450839,138.388132,-35.4598561,138.351117
14154,5204,CAPE JERVIS,SA,-35.572164,138.324567,-35.6061701,138.1154046
14155,5204,CARRICKALINGA,SA,-35.572164,138.324567,-35.4283519,138.3308642
14156,5204,DEEP CREEK,SA,-35.572164,138.324567,-35.6139567,138.1869888
14157,5204,DELAMERE,SA,-35.572164,138.324567,-35.5638052,138.2197632
14158,5204,HAY FLAT,SA,-35.572164,138.324567,-35.511309,138.3378783
14159,5204,NORMANVILLE,SA,-35.572164,138.324567,-35.4463828,138.3215845
14160,5204,RAPID BAY,SA,-35.572164,138.324567,-35.5452907,138.187376
14161,5204,SECOND VALLEY,SA,-35.572164,138.324567,-35.5367772,138.2322002
14162,5204,SILVERTON,SA,-35.572164,138.324567,-35.61073,138.1687333
14163,5204,WIRRINA COVE,SA,-35.572164,138.324567,-35.5067172,138.254283
14164,5210,MOUNT COMPASS,SA,-35.387709,138.655684,-35.3594672,138.6197818
14165,5210,MOUNT MAGNIFICENT,SA,-35.387709,138.655684,-35.3046404,138.6982677
14166,5210,NANGKITA,SA,-35.387709,138.655684,-35.3426871,138.6479734
14167,5211,BACK VALLEY,SA,-35.566153,138.627975,-35.5412823,138.4965335
14168,5211,CHITON,SA,-35.534413,138.529512,0,0
14169,5211,ENCOUNTER BAY,SA,-35.566153,138.627975,-35.5753024,138.5962997
14170,5211,HAYBOROUGH,SA,-35.566153,138.627975,-35.535,138.646
14171,5211,HINDMARSH VALLEY,SA,-35.566153,138.627975,-35.4891034,138.6282378
14172,5211,INMAN VALLEY,SA,-35.566153,138.627975,-35.4693357,138.4556157
14173,5211,LOWER INMAN VALLEY,SA,-35.566153,138.627975,-35.513992,138.5440485
14174,5211,MCCRACKEN,SA,-35.566153,138.627975,-35.541,138.635
14175,5211,MOUNT JAGGED,SA,-35.566153,138.627975,-35.4697108,138.658879
14176,5211,VICTOR HARBOR,SA,-35.566153,138.627975,-35.55,138.616667
14177,5211,VICTOR HARBOR CENTRAL,SA,-35.5635,138.607,-35.5635,138.607
14178,5211,WAITPINGA,SA,-35.566153,138.627975,-35.5996512,138.4955961
